id,name,rawBodyPart,rawEquipment,rawTarget,rawMuscleMetadata,rawSecondaryMuscles,currentCategory,currentPrimaryMuscle,currentSecondaryMuscles,currentLoadMechanism,currentLoadMode,currentBodyweightFactor,currentPlateBaseKind,inferredMovementFamily,inferredComplexity,inferredMachineResistanceClass,highestSeverity,flags,v2TargetKind,v2TargetResolved,v2TargetRegion,v2SecondaryResolved
ex-0077,Barbell rear lunge v. 2,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,lunge,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0079,Barbell revers wrist curl v. 2,lower arms,barbell,forearms,biceps,biceps; brachialis,barbell,forearms,biceps; core,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,biceps_brachii; brachialis
ex-2187,Barbell reverse close-grip bench press,upper arms,barbell,triceps,chest,chest; shoulders,barbell,triceps,core,barbell,total,,user_bar,bench_press,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0080,Barbell reverse curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0118,Barbell reverse grip bent over row,back,barbell,upper back,biceps,biceps; forearms,barbell,back,biceps; forearms,barbell,total,,user_bar,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-1256,Barbell reverse grip decline bench press,chest,barbell,pectorals,triceps,triceps; shoulders,barbell,chest,triceps; core,barbell,total,,user_bar,decline_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-1257,Barbell reverse grip incline bench press,chest,barbell,pectorals,triceps,triceps; shoulders,barbell,chest,triceps; core,barbell,total,,user_bar,incline_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-1317,Barbell reverse grip incline bench row,back,barbell,upper back,biceps,biceps; forearms,barbell,back,biceps; forearms,barbell,total,,user_bar,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-1721,Barbell reverse grip skullcrusher,upper arms,barbell,triceps,forearms,forearms,barbell,triceps,forearms,barbell,total,,user_bar,elbow_extension,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,triceps_brachii,arms,forearms
ex-0081,Barbell reverse preacher curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0082,Barbell reverse wrist curl,lower arms,barbell,forearms,biceps,biceps; brachialis,barbell,forearms,biceps; core,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,biceps_brachii; brachialis
ex-0084,Barbell rollerout,waist,barbell,abs,lower back,lower back,barbell,core,,barbell,total,,user_bar,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,lower_back
ex-0083,Barbell rollerout from bench,waist,barbell,abs,shoulders,shoulders; triceps,barbell,core,triceps,barbell,total,,user_bar,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; triceps_brachii
ex-0085,Barbell romanian deadlift,upper legs,barbell,glutes,hamstrings,hamstrings; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,romanian_deadlift,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-0086,Barbell seated behind head military press,shoulders,barbell,delts,triceps,triceps; upper back,barbell,shoulders,triceps; back,barbell,total,,user_bar,vertical_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-0087,Barbell seated bradford rocky press,shoulders,barbell,delts,triceps,triceps; upper back,barbell,shoulders,triceps; back,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-0088,Barbell seated calf raise,lower legs,barbell,calves,hamstrings,hamstrings; quadriceps,barbell,calves,hamstrings; core,barbell,total,,user_bar,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; quadriceps
ex-1371,Barbell seated calf raise,lower legs,barbell,calves,hamstrings,hamstrings,barbell,calves,hamstrings,barbell,total,,user_bar,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings
ex-1718,Barbell seated close grip behind neck triceps extension,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0089,Barbell seated close-grip concentration curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0090,Barbell seated good morning,upper legs,barbell,glutes,hamstrings,hamstrings; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-0091,Barbell seated overhead press,shoulders,barbell,delts,triceps,triceps; upper back,barbell,shoulders,triceps; back,barbell,total,,user_bar,vertical_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-0092,Barbell seated overhead triceps extension,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0094,Barbell seated twist,waist,barbell,abs,obliques,obliques; lower back,barbell,core,,barbell,total,,user_bar,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; lower_back
ex-0095,Barbell shrug,back,barbell,traps,shoulders,shoulders,barbell,back,core,barbell,total,,user_bar,other,isolation,none_expected,high,UNMAPPED_TARGET; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,trapezius,back,shoulders
ex-0096,Barbell side bent v. 2,waist,barbell,abs,obliques,obliques; lower back,barbell,core,,barbell,total,,user_bar,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; lower_back
ex-0098,Barbell side split squat,upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,split_squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-0097,Barbell side split squat v. 2,upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,split_squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-1756,Barbell single leg deadlift,upper legs,barbell,glutes,hamstrings,hamstrings; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,deadlift,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-0099,Barbell single leg split squat,upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,split_squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-2799,Barbell sitted alternate leg raise,waist,barbell,abs,hip flexors,hip flexors,barbell,core,,barbell,total,,user_bar,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors
ex-2800,Barbell sitted alternate leg raise (female),waist,barbell,abs,hip flexors,hip flexors; quadriceps,barbell,core,,barbell,total,,user_bar,core,isolation,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,hip_flexors; quadriceps
ex-0100,Barbell skier,shoulders,barbell,delts,triceps,triceps; core,barbell,shoulders,triceps; core,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; core
ex-0101,Barbell speed squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-2810,Barbell split squat v. 2,upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,split_squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-0102,Barbell squat (on knees),upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-2798,Barbell squat jump step rear lunge,upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,lunge,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-0103,Barbell standing ab rollerout,waist,barbell,abs,shoulders,shoulders; lower back,barbell,core,,barbell,total,,user_bar,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,rectus_abdominis,core,shoulders; lower_back
ex-0104,Barbell standing back wrist curl,lower arms,barbell,forearms,biceps,biceps; shoulders,barbell,forearms,biceps; core,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,biceps_brachii; shoulders
ex-0105,Barbell standing bradford press,shoulders,barbell,delts,triceps,triceps; upper back,barbell,shoulders,triceps; back,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-1372,Barbell standing calf raise,lower legs,barbell,calves,hamstrings,hamstrings; glutes,barbell,calves,hamstrings; glutes,barbell,total,,user_bar,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; glutes
ex-0106,Barbell standing close grip curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-1456,Barbell standing close grip military press,shoulders,barbell,delts,triceps,triceps; upper back,barbell,shoulders,triceps; back,barbell,total,,user_bar,vertical_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-2414,Barbell standing concentration curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0107,Barbell standing front raise over head,shoulders,barbell,delts,triceps,triceps; upper back,barbell,shoulders,triceps; back,barbell,total,,user_bar,front_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-0108,Barbell standing leg calf raise,lower legs,barbell,calves,hamstrings,hamstrings; glutes,barbell,calves,hamstrings; glutes,barbell,total,,user_bar,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; glutes
ex-0109,Barbell standing overhead triceps extension,upper arms,barbell,triceps,shoulders,shoulders,barbell,triceps,core,barbell,total,,user_bar,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders
ex-0110,Barbell standing reverse grip curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0111,Barbell standing rocking leg calf raise,lower legs,barbell,calves,hamstrings,hamstrings; quadriceps,barbell,calves,hamstrings; core,barbell,total,,user_bar,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,hamstrings; quadriceps
ex-0112,Barbell standing twist,waist,barbell,abs,obliques,obliques; lower back,barbell,core,,barbell,total,,user_bar,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; lower_back
ex-1629,Barbell standing wide grip biceps curl,upper arms,barbell,biceps,forearms,forearms,barbell,biceps,forearms,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-1457,Barbell standing wide military press,shoulders,barbell,delts,triceps,triceps; upper back,barbell,shoulders,triceps; back,barbell,total,,user_bar,vertical_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,triceps_brachii; back
ex-0113,Barbell standing wide-grip curl,upper arms,barbell,biceps,forearms,forearms; shoulders,barbell,biceps,forearms; core,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms; shoulders
ex-0114,Barbell step-up,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,step_up,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-0115,Barbell stiff leg good morning,upper legs,barbell,glutes,hamstrings,hamstrings; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_back
ex-0116,Barbell straight leg deadlift,upper legs,barbell,hamstrings,glutes,glutes; lower back,barbell,hamstrings,glutes; core,barbell,total,,user_bar,romanian_deadlift,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,hamstrings,upper_legs,glutes; lower_back
ex-0117,Barbell sumo deadlift,upper legs,barbell,glutes,hamstrings,hamstrings; quadriceps; lower back,barbell,glutes,hamstrings; core,barbell,total,,user_bar,deadlift,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; quadriceps; lower_back
ex-3305,Barbell thruster,shoulders,barbell,delts,quadriceps,quadriceps; glutes; hamstrings; core,barbell,shoulders,core; glutes; hamstrings,barbell,total,,user_bar,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,quadriceps; glutes; hamstrings; core
ex-0120,Barbell upright row,shoulders,barbell,delts,traps,traps; biceps,barbell,shoulders,core; biceps,barbell,total,,user_bar,row,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,trapezius; biceps_brachii
ex-0119,Barbell upright row v. 2,shoulders,barbell,delts,traps,traps; biceps,barbell,shoulders,core; biceps,barbell,total,,user_bar,row,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,trapezius; biceps_brachii
ex-0121,Barbell upright row v. 3,shoulders,barbell,delts,traps,traps; biceps,barbell,shoulders,core; biceps,barbell,total,,user_bar,row,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,trapezius; biceps_brachii
ex-0122,Barbell wide bench press,chest,barbell,pectorals,shoulders,shoulders; triceps,barbell,chest,core; triceps,barbell,total,,user_bar,bench_press,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
ex-1258,Barbell wide reverse grip bench press,chest,barbell,pectorals,triceps,triceps; shoulders,barbell,chest,triceps; core,barbell,total,,user_bar,bench_press,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,pectoralis_major,chest,triceps_brachii; shoulders
ex-0124,Barbell wide squat,upper legs,barbell,quads,glutes,glutes; hamstrings; calves,barbell,quadriceps,glutes; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,low,LOWER_BODY_COMPOUND_PRIMARY_QUADRICEPS_ONLY; RAW_MG_DIFFERS_FROM_TARGET,anatomical,quadriceps,upper_legs,glutes; hamstrings; lower_legs
ex-0123,Barbell wide-grip upright row,shoulders,barbell,delts,traps,traps; biceps,barbell,shoulders,core; biceps,barbell,total,,user_bar,row,compound,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,shoulders,shoulders,trapezius; biceps_brachii
ex-0126,Barbell wrist curl,lower arms,barbell,forearms,biceps,biceps; brachialis,barbell,forearms,biceps; core,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,biceps_brachii; brachialis
ex-0125,Barbell wrist curl v. 2,lower arms,barbell,forearms,biceps,biceps; brachialis,barbell,forearms,biceps; core,barbell,total,,user_bar,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,forearms,forearms,biceps_brachii; brachialis
ex-0127,Barbell zercher squat,upper legs,barbell,glutes,quadriceps,quadriceps; hamstrings; calves; core,barbell,glutes,core; hamstrings; calves,barbell,total,,user_bar,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs; core
ex-3212,Basic toe touch (male),upper legs,body weight,glutes,hamstrings,hamstrings; calves,bodyweight,glutes,hamstrings; calves,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings; lower_legs
ex-0128,Battling ropes,shoulders,rope,delts,forearms,forearms; core,other,shoulders,forearms; core,other,total,,none,other,unknown,none_expected,low,UNMAPPED_EQUIPMENT; RAW_MG_DIFFERS_FROM_TARGET,regional,shoulders,shoulders,forearms; core
ex-3360,Bear crawl,cardio,body weight,cardiovascular system,core,core; shoulders; triceps,bodyweight,core,triceps,bodyweight,added_weight,,none,other,unknown,none_expected,high,UNMAPPED_TARGET; TARGET_FALLBACK_TO_CORE; CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,unknown,,,core; shoulders; triceps_brachii
ex-1259,Behind head chest stretch,chest,assisted,pectorals,shoulders,shoulders; triceps,bodyweight,chest,core; triceps,bodyweight,added_weight,,none,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,pectoralis_major,chest,shoulders; triceps_brachii
ex-0129,Bench dip (knees bent),upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,elbow_extension,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-1399,Bench dip on floor,upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,elbow_extension,compound,none_expected,medium,COMPOUND_SINGLE_MUSCLE_METADATA; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-0130,Bench hip extension,upper legs,body weight,glutes,hamstrings,hamstrings,bodyweight,glutes,hamstrings,bodyweight,added_weight,,none,elbow_extension,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,hamstrings
ex-3019,Bench pull-ups,back,body weight,lats,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,latissimus_dorsi,back,biceps_brachii; forearms
ex-3639,Bent knee lying twist (male),upper legs,body weight,glutes,obliques,obliques; hip flexors,bodyweight,glutes,core,bodyweight,added_weight,,none,other,unknown,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,glutes,glutes,obliques; hip_flexors
ex-1770,Biceps leg concentration curl,upper arms,body weight,biceps,forearms,forearms,bodyweight,biceps,forearms,bodyweight,added_weight,,none,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-0139,Biceps narrow pull-ups,upper arms,body weight,biceps,forearms,forearms; shoulders,bodyweight,biceps,forearms; core,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms; shoulders
ex-0140,Biceps pull-up,upper arms,body weight,biceps,forearms,forearms; shoulders,bodyweight,biceps,forearms; core,bodyweight,added_weight,1,none,pull_up,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms; shoulders
ex-0137,Body-up,upper arms,body weight,triceps,chest,chest; shoulders,bodyweight,triceps,core,bodyweight,added_weight,,none,other,unknown,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,chest; shoulders
ex-3543,Bodyweight drop jump squat,upper legs,body weight,glutes,quadriceps,quadriceps; hamstrings; calves,bodyweight,glutes,core; hamstrings; calves,bodyweight,added_weight,,none,squat,compound,none_expected,medium,LOWER_BODY_COMPOUND_PRIMARY_GLUTES_ONLY; RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,regional,glutes,glutes,quadriceps; hamstrings; lower_legs
ex-3544,Bodyweight incline side plank,waist,body weight,abs,obliques,obliques; shoulders,bodyweight,core,,bodyweight,added_weight,,none,core,unknown,none_expected,medium,CANONICAL_MUSCLE_COLLAPSE; RAW_MG_DIFFERS_FROM_TARGET,anatomical,rectus_abdominis,core,obliques; shoulders
ex-1771,Bodyweight kneeling triceps extension,upper arms,body weight,triceps,shoulders,shoulders; chest,bodyweight,triceps,core,bodyweight,added_weight,,none,elbow_extension,isolation,none_expected,medium,RAW_MG_DIFFERS_FROM_TARGET; RAW_MG_NOT_REPRESENTED_IN_CANONICAL_MUSCLES,anatomical,triceps_brachii,arms,shoulders; chest
ex-1769,Bodyweight side lying biceps curl,upper arms,body weight,biceps,forearms,forearms,bodyweight,biceps,forearms,bodyweight,added_weight,,none,elbow_flexion,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,anatomical,biceps_brachii,arms,forearms
ex-3168,Bodyweight squatting row,back,body weight,upper back,biceps,biceps; shoulders,bodyweight,back,biceps; core,bodyweight,added_weight,,none,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; shoulders
ex-3167,Bodyweight squatting row (with towel),back,body weight,upper back,biceps,biceps; shoulders,bodyweight,back,biceps; core,bodyweight,added_weight,,none,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; shoulders
ex-1373,Bodyweight standing calf raise,lower legs,body weight,calves,ankles,ankles; feet,bodyweight,calves,core,bodyweight,added_weight,,none,calf_raise,isolation,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,lower_legs,lower_legs,lower_legs; lower_legs
ex-3156,Bodyweight standing close-grip one arm row,back,body weight,upper back,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,,none,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-3158,Bodyweight standing close-grip row,back,body weight,upper back,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,,none,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
ex-3162,Bodyweight standing one arm row,back,body weight,upper back,biceps,biceps; forearms,bodyweight,back,biceps; forearms,bodyweight,added_weight,,none,row,compound,none_expected,none,RAW_MG_DIFFERS_FROM_TARGET,regional,back,back,biceps_brachii; forearms
